Date,District,Rent (₹),Utilities (₹),Groceries (₹),Transport (₹),Fuel Price (₹/liter),Healthcare (₹),Education (₹),Internet (₹),Total Monthly Expense (₹)
2021-09-01,Kachchh,9000.97,3344.36,5753.25,1619.88,94.19,794.99,3410.11,633.6,24557.15
2021-10-01,Kachchh,8972.03,3333.6,5734.75,1614.67,94.28,792.44,3399.14,631.57,24478.2
2021-11-01,Kachchh,9021.04,3351.81,5766.08,1623.49,95.22,796.77,3417.71,635.02,24611.91
2021-12-01,Kachchh,9029.31,3354.89,5771.37,1624.98,94.71,797.5,3420.85,635.6,24634.49
2022-01-01,Kachchh,9071.16,3370.44,5798.11,1632.51,94.7,801.19,3436.7,638.55,24748.66
2022-02-01,Kachchh,9049.57,3362.41,5784.31,1628.62,94.33,799.29,3428.52,637.03,24689.76
2022-03-01,Kachchh,9118.62,3388.07,5828.45,1641.05,95.18,805.39,3454.68,641.89,24878.13
2022-04-01,Kachchh,8977.06,3335.47,5737.96,1615.57,94.37,792.88,3401.05,631.92,24491.91
2022-05-01,Kachchh,9040.43,3359.02,5778.47,1626.98,94.39,798.48,3425.06,636.38,24664.81
2022-06-01,Kachchh,9075.93,3372.21,5801.16,1633.37,94.46,801.61,3438.51,638.88,24761.66
2022-07-01,Kachchh,9150.88,3400.05,5849.07,1646.85,95.0,808.23,3466.9,644.16,24966.14
2022-08-01,Kachchh,9062.67,3367.28,5792.69,1630.98,94.96,800.44,3433.48,637.95,24725.5
2022-09-01,Kachchh,9103.03,3382.28,5818.48,1638.24,94.5,804.01,3448.77,640.79,24835.6
2022-10-01,Kachchh,9016.2,3350.01,5762.98,1622.62,94.69,796.34,3415.88,634.68,24598.7
2022-11-01,Kachchh,9091.99,3378.18,5811.43,1636.26,94.7,803.03,3444.59,640.01,24805.5
2022-12-01,Kachchh,8981.83,3337.24,5741.01,1616.43,94.44,793.3,3402.86,632.26,24504.94
2023-01-01,Kachchh,9049.73,3362.47,5784.41,1628.65,94.64,799.3,3428.58,637.04,24690.18
2023-02-01,Kachchh,9142.18,3396.82,5843.51,1645.29,94.27,807.47,3463.61,643.54,24942.42
2023-03-01,Kachchh,9075.91,3372.2,5801.15,1633.36,95.09,801.61,3438.5,638.88,24761.61
2023-04-01,Kachchh,9155.68,3401.84,5852.14,1647.72,94.55,808.66,3468.72,644.5,24979.26
2023-05-01,Kachchh,9075.27,3371.96,5800.74,1633.25,94.83,801.56,3438.26,638.83,24759.87
2023-06-01,Kachchh,9061.9,3367.0,5792.19,1630.84,94.64,800.38,3433.19,637.89,24723.39
2023-07-01,Kachchh,9072.77,3371.03,5799.14,1632.8,93.95,801.34,3437.31,638.66,24753.03
2023-08-01,Kachchh,9083.88,3375.16,5806.24,1634.8,94.7,802.32,3441.52,639.44,24783.37
2023-09-01,Kachchh,9043.02,3359.98,5780.13,1627.44,95.25,798.71,3426.04,636.56,24671.88
2023-10-01,Kachchh,9022.58,3352.39,5767.06,1623.76,94.55,796.9,3418.29,635.13,24616.11
2023-11-01,Kachchh,9143.04,3397.14,5844.06,1645.44,94.43,807.54,3463.93,643.61,24944.76
2023-12-01,Kachchh,9028.22,3354.48,5770.67,1624.78,94.62,797.4,3420.43,635.52,24631.5
2024-01-01,Kachchh,9091.05,3377.83,5810.83,1636.09,94.72,802.95,3444.24,639.95,24802.92
2024-02-01,Kachchh,8994.68,3342.02,5749.23,1618.74,94.51,794.44,3407.72,633.16,24539.98
2024-03-01,Kachchh,9025.63,3353.52,5769.01,1624.31,94.64,797.17,3419.45,635.34,24624.44
2024-04-01,Kachchh,9072.31,3370.86,5798.85,1632.71,94.78,801.3,3437.13,638.63,24751.79
2024-05-01,Kachchh,8972.84,3333.9,5735.27,1614.81,94.97,792.51,3399.45,631.62,24480.41
2024-06-01,Kachchh,9064.48,3367.95,5793.84,1631.31,95.06,800.6,3434.17,638.08,24730.43
2024-07-01,Kachchh,9073.14,3371.17,5799.38,1632.86,94.98,801.37,3437.45,638.68,24754.05
2024-08-01,Kachchh,9074.15,3371.54,5800.02,1633.05,95.05,801.46,3437.83,638.76,24756.8
2024-09-01,Kachchh,9076.66,3372.48,5801.63,1633.5,94.64,801.68,3438.78,638.93,24763.67
2024-10-01,Kachchh,9155.73,3401.86,5852.17,1647.73,94.92,808.66,3468.74,644.5,24979.38
2024-11-01,Kachchh,9078.99,3373.34,5803.12,1633.92,94.3,801.89,3439.67,639.1,24770.01
2024-12-01,Kachchh,8994.87,3342.09,5749.35,1618.78,94.75,794.46,3407.8,633.18,24540.52
2025-01-01,Kachchh,9059.64,3366.16,5790.75,1630.44,94.49,800.18,3432.34,637.73,24717.24
2020-01-01,Kheda,10124.62,2979.18,5466.34,1329.08,95.84,877.05,3424.21,622.04,24822.53
2020-02-01,Kheda,10120.07,2977.84,5463.88,1328.48,95.59,876.66,3422.67,621.76,24811.36
2020-03-01,Kheda,10137.79,2983.06,5473.44,1330.81,95.79,878.19,3428.66,622.85,24854.8
2020-04-01,Kheda,9995.96,2941.32,5396.87,1312.19,96.55,865.91,3380.7,614.13,24507.08
2020-05-01,Kheda,10199.36,3001.18,5506.69,1338.89,95.85,883.53,3449.49,626.63,25005.76
2020-06-01,Kheda,10145.2,2985.24,5477.45,1331.78,95.62,878.84,3431.17,623.3,24872.98
2020-07-01,Kheda,10230.09,3010.22,5523.28,1342.93,96.5,886.19,3459.88,628.52,25081.09
2020-08-01,Kheda,10152.18,2987.29,5481.21,1332.7,96.25,879.44,3433.53,623.73,24890.09
2020-09-01,Kheda,10153.12,2987.57,5481.72,1332.82,95.57,879.52,3433.85,623.79,24892.4
2020-10-01,Kheda,10123.4,2978.82,5465.68,1328.92,95.99,876.95,3423.8,621.96,24819.53
2020-11-01,Kheda,10121.24,2978.19,5464.51,1328.64,95.89,876.76,3423.07,621.83,24814.23
2020-12-01,Kheda,10139.62,2983.6,5474.43,1331.05,95.93,878.35,3429.28,622.96,24859.3
2021-01-01,Kheda,10146.89,2985.74,5478.36,1332.01,95.65,878.98,3431.74,623.41,24877.13
2021-02-01,Kheda,10107.95,2974.28,5457.34,1326.89,95.59,875.61,3418.57,621.01,24781.66
2021-03-01,Kheda,10193.75,2999.52,5503.66,1338.16,95.35,883.04,3447.59,626.29,24991.99
2021-04-01,Kheda,10202.64,3002.14,5508.46,1339.32,96.35,883.81,3450.6,626.83,25013.81
2021-05-01,Kheda,10128.95,2980.46,5468.67,1329.65,95.21,877.43,3425.67,622.3,24833.14
2021-06-01,Kheda,10125.96,2979.58,5467.06,1329.26,95.94,877.17,3424.66,622.12,24825.8
2021-07-01,Kheda,10093.09,2969.91,5449.31,1324.94,95.81,874.32,3413.55,620.1,24745.22
2021-08-01,Kheda,10221.71,3007.75,5518.75,1341.83,96.15,885.46,3457.04,628.0,25060.55
2021-09-01,Kheda,10097.45,2971.19,5451.66,1325.51,95.5,874.7,3415.02,620.37,24755.9
2021-10-01,Kheda,10127.69,2980.09,5467.99,1329.48,95.89,877.32,3425.25,622.23,24830.06
2021-11-01,Kheda,10169.37,2992.35,5490.49,1334.96,95.8,880.93,3439.34,624.79,24932.22
2021-12-01,Kheda,10170.14,2992.58,5490.91,1335.06,96.51,881.0,3439.6,624.83,24934.12
2022-01-01,Kheda,10185.53,2997.1,5499.22,1337.08,95.94,882.33,3444.81,625.78,24971.85
2022-02-01,Kheda,10134.98,2982.23,5471.93,1330.44,95.85,877.95,3427.71,622.67,24847.91
2022-03-01,Kheda,10204.01,3002.54,5509.2,1339.5,95.78,883.93,3451.06,626.92,25017.17
2022-04-01,Kheda,10146.54,2985.63,5478.17,1331.96,95.97,878.95,3431.62,623.38,24876.25
2022-05-01,Kheda,10118.85,2977.48,5463.22,1328.32,95.56,876.55,3422.26,621.68,24808.37
2022-06-01,Kheda,10160.6,2989.77,5485.76,1333.8,95.94,880.17,3436.38,624.25,24910.72
2022-07-01,Kheda,10169.57,2992.41,5490.6,1334.98,95.8,880.95,3439.41,624.8,24932.72
2022-08-01,Kheda,10206.05,3003.14,5510.3,1339.77,95.7,884.11,3451.75,627.04,25022.15
2022-09-01,Kheda,10230.91,3010.46,5523.72,1343.03,95.45,886.26,3460.16,628.57,25083.11
2022-10-01,Kheda,10166.26,2991.43,5488.81,1334.55,96.09,880.66,3438.29,624.6,24924.6
2022-11-01,Kheda,10103.98,2973.11,5455.19,1326.37,96.08,875.27,3417.23,620.77,24771.91
2022-12-01,Kheda,10209.02,3004.02,5511.9,1340.16,95.32,884.36,3452.75,627.22,25029.44
2023-01-01,Kheda,10169.7,2992.45,5490.67,1335.0,95.24,880.96,3439.45,624.81,24933.04
2023-02-01,Kheda,10095.37,2970.57,5450.54,1325.24,96.42,874.52,3414.32,620.24,24750.8
2023-03-01,Kheda,10114.8,2976.29,5461.03,1327.79,95.62,876.2,3420.89,621.43,24798.44
2023-04-01,Kheda,10134.23,2982.01,5471.52,1330.34,96.55,877.89,3427.46,622.63,24846.08
2023-05-01,Kheda,10051.53,2957.68,5426.87,1319.49,95.65,870.72,3399.49,617.55,24643.32
2023-06-01,Kheda,10220.05,3007.26,5517.86,1341.61,96.49,885.32,3456.48,627.9,25056.48
2023-07-01,Kheda,10139.01,2983.42,5474.11,1330.97,95.6,878.3,3429.08,622.92,24857.81
2023-08-01,Kheda,10250.34,3016.18,5534.21,1345.58,96.41,887.94,3466.73,629.76,25130.75
2023-09-01,Kheda,10178.62,2995.07,5495.49,1336.17,95.72,881.73,3442.47,625.36,24954.9
2023-10-01,Kheda,10141.77,2984.23,5475.59,1331.33,95.91,878.54,3430.01,623.09,24864.56
2023-11-01,Kheda,10161.0,2989.89,5485.97,1333.86,96.37,880.2,3436.51,624.27,24911.7
2023-12-01,Kheda,10188.76,2998.06,5500.97,1337.5,95.65,882.61,3445.9,625.98,24979.78
2024-01-01,Kheda,10213.93,3005.46,5514.55,1340.8,96.05,884.79,3454.41,627.52,25041.47
2024-02-01,Kheda,10179.03,2995.19,5495.71,1336.22,96.38,881.77,3442.61,625.38,24955.91
2024-03-01,Kheda,10087.98,2968.4,5446.55,1324.27,95.95,873.88,3411.82,619.79,24732.69
2024-04-01,Kheda,10117.35,2977.04,5462.41,1328.13,95.5,876.42,3421.75,621.59,24804.69
2024-05-01,Kheda,10161.8,2990.12,5486.41,1333.96,96.68,880.27,3436.78,624.32,24913.67
2024-06-01,Kheda,10051.1,2957.55,5426.64,1319.43,95.95,870.69,3399.35,617.52,24642.28
2024-07-01,Kheda,10176.67,2994.5,5494.44,1335.91,95.99,881.56,3441.81,625.24,24950.14
2024-08-01,Kheda,10138.52,2983.27,5473.84,1330.91,95.58,878.26,3428.91,622.89,24856.6
2024-09-01,Kheda,10156.03,2988.43,5483.29,1333.2,95.74,879.77,3434.83,623.97,24899.53
2024-10-01,Kheda,10033.39,2952.34,5417.08,1317.11,96.3,869.15,3393.36,616.43,24598.86
2024-11-01,Kheda,10192.76,2999.23,5503.12,1338.03,95.97,882.96,3447.26,626.22,24989.58
2024-12-01,Kheda,10155.84,2988.37,5483.19,1333.18,96.26,879.76,3434.77,623.96,24899.07
2025-01-01,Kheda,10155.6,2988.3,5483.06,1333.15,96.22,879.74,3434.69,623.94,24898.48
2020-01-01,Mahesana,11811.79,3025.41,5202.27,1497.21,90.55,540.72,2978.43,734.61,25790.45
2020-02-01,Mahesana,11960.51,3063.5,5267.77,1516.06,89.83,547.52,3015.94,743.86,26115.17
2020-03-01,Mahesana,11800.93,3022.63,5197.48,1495.84,90.24,540.22,2975.7,733.94,25766.73
2020-04-01,Mahesana,11818.67,3027.17,5205.29,1498.08,90.31,541.03,2980.17,735.04,25805.46
2020-05-01,Mahesana,11895.76,3046.92,5239.25,1507.86,90.41,544.56,2999.61,739.84,25973.79
2020-06-01,Mahesana,11877.67,3042.28,5231.28,1505.56,90.65,543.73,2995.05,738.71,25934.28
2020-07-01,Mahesana,11747.75,3009.01,5174.06,1489.09,90.61,537.78,2962.28,730.63,25650.6
2020-08-01,Mahesana,11817.23,3026.8,5204.66,1497.9,90.42,540.96,2979.81,734.95,25802.32
2020-09-01,Mahesana,11780.79,3017.47,5188.61,1493.28,89.96,539.3,2970.62,732.69,25722.76
2020-10-01,Mahesana,11880.76,3043.08,5232.64,1505.96,89.68,543.87,2995.83,738.9,25941.03
2020-11-01,Mahesana,11900.1,3048.03,5241.16,1508.41,90.55,544.76,3000.7,740.11,25983.27
2020-12-01,Mahesana,11852.14,3035.74,5220.04,1502.33,90.24,542.56,2988.61,737.12,25878.55
2021-01-01,Mahesana,11792.38,3020.44,5193.71,1494.75,90.39,539.83,2973.54,733.41,25748.05
2021-02-01,Mahesana,11862.18,3038.32,5224.46,1503.6,89.96,543.02,2991.14,737.75,25900.46
2021-03-01,Mahesana,11818.5,3027.13,5205.22,1498.06,90.16,541.02,2980.13,735.03,25805.1
2021-04-01,Mahesana,11818.43,3027.11,5205.19,1498.05,89.84,541.02,2980.11,735.03,25804.93
2021-05-01,Mahesana,11882.94,3043.63,5233.6,1506.23,90.14,543.97,2996.38,739.04,25945.8
2021-06-01,Mahesana,11842.54,3033.29,5215.81,1501.11,90.05,542.12,2986.19,736.53,25857.59
2021-07-01,Mahesana,11869.72,3040.25,5227.78,1504.56,90.26,543.37,2993.04,738.22,25916.93
2021-08-01,Mahesana,11913.3,3051.41,5246.97,1510.08,90.33,545.36,3004.03,740.93,26012.08
2021-09-01,Mahesana,11829.66,3029.99,5210.14,1499.48,90.01,541.53,2982.94,735.73,25829.46
2021-10-01,Mahesana,11892.81,3046.16,5237.95,1507.48,90.13,544.42,2998.86,739.65,25967.33
2021-11-01,Mahesana,11831.49,3030.46,5210.94,1499.71,90.16,541.62,2983.4,735.84,25833.45
2021-12-01,Mahesana,11817.91,3026.98,5204.96,1497.99,90.16,541.0,2979.98,734.99,25803.79
2022-01-01,Mahesana,11955.46,3062.21,5265.54,1515.42,89.92,547.29,3014.66,743.55,26104.13
2022-02-01,Mahesana,11793.51,3020.73,5194.21,1494.9,90.58,539.88,2973.82,733.48,25750.52
2022-03-01,Mahesana,11819.49,3027.38,5205.66,1498.19,90.08,541.07,2980.38,735.09,25807.25
2022-04-01,Mahesana,11902.79,3048.72,5242.34,1508.75,89.82,544.88,3001.38,740.27,25989.13
2022-05-01,Mahesana,11890.18,3045.49,5236.79,1507.15,90.22,544.3,2998.2,739.49,25961.59
2022-06-01,Mahesana,11869.1,3040.09,5227.51,1504.48,90.33,543.34,2992.89,738.18,25915.58
2022-07-01,Mahesana,11804.53,3023.55,5199.07,1496.29,90.49,540.38,2976.6,734.16,25774.59
2022-08-01,Mahesana,11809.13,3024.73,5201.09,1496.88,90.32,540.59,2977.76,734.45,25784.63
2022-09-01,Mahesana,11914.77,3051.79,5247.62,1510.27,90.58,545.43,3004.4,741.02,26015.3
2022-10-01,Mahesana,11825.85,3029.01,5208.46,1499.0,90.33,541.36,2981.98,735.49,25821.14
2022-11-01,Mahesana,11820.39,3027.61,5206.05,1498.3,90.88,541.11,2980.6,735.15,25809.23
2022-12-01,Mahesana,11887.73,3044.86,5235.71,1506.84,90.23,544.19,2997.58,739.34,25956.26
2023-01-01,Mahesana,11860.11,3037.78,5223.54,1503.34,90.32,542.93,2990.62,737.62,25895.93
2023-02-01,Mahesana,11867.44,3039.66,5226.78,1504.27,90.14,543.26,2992.47,738.08,25911.96
2023-03-01,Mahesana,11818.34,3027.09,5205.15,1498.04,90.16,541.02,2980.08,735.02,25804.73
2023-04-01,Mahesana,11774.29,3015.8,5185.75,1492.46,90.4,539.0,2968.98,732.28,25708.56
2023-05-01,Mahesana,11794.26,3020.92,5194.55,1494.99,89.92,539.91,2974.01,733.52,25752.17
2023-06-01,Mahesana,11840.79,3032.84,5215.04,1500.89,90.17,542.04,2985.75,736.42,25853.76
2023-07-01,Mahesana,11856.39,3036.83,5221.91,1502.87,90.05,542.76,2989.68,737.39,25887.82
2023-08-01,Mahesana,11818.44,3027.11,5205.19,1498.06,90.39,541.02,2980.11,735.03,25804.96
2023-09-01,Mahesana,11878.93,3042.61,5231.84,1505.72,90.36,543.79,2995.37,738.79,25937.05
2023-10-01,Mahesana,11843.64,3033.57,5216.29,1501.25,90.25,542.17,2986.47,736.59,25859.99
2023-11-01,Mahesana,11855.25,3036.54,5221.41,1502.72,90.03,542.71,2989.39,737.32,25885.34
2023-12-01,Mahesana,11928.74,3055.36,5253.77,1512.04,90.56,546.07,3007.92,741.89,26045.79
2024-01-01,Mahesana,11888.57,3045.07,5236.08,1506.94,90.09,544.23,2997.79,739.39,25958.08
2024-02-01,Mahesana,11873.49,3041.21,5229.44,1505.03,90.47,543.54,2993.99,738.45,25925.17
2024-03-01,Mahesana,11769.36,3014.54,5183.58,1491.83,90.66,538.77,2967.73,731.97,25697.79
2024-04-01,Mahesana,11738.86,3006.73,5170.14,1487.97,90.4,537.38,2960.04,730.08,25631.19
2024-05-01,Mahesana,11927.51,3055.05,5253.23,1511.88,90.17,546.01,3007.61,741.81,26043.11
2024-06-01,Mahesana,11832.75,3030.78,5211.49,1499.87,90.39,541.67,2983.72,735.92,25836.2
2024-07-01,Mahesana,11951.06,3061.08,5263.61,1514.87,90.13,547.09,3013.55,743.28,26094.54
2024-08-01,Mahesana,11795.49,3021.23,5195.09,1495.15,90.09,539.97,2974.32,733.6,25754.85
2024-09-01,Mahesana,11749.9,3009.56,5175.01,1489.37,90.45,537.88,2962.83,730.76,25655.3
2024-10-01,Mahesana,11811.26,3025.27,5202.03,1497.15,90.15,540.69,2978.3,734.58,25789.28
2024-11-01,Mahesana,11895.39,3046.82,5239.08,1507.81,90.1,544.54,2999.51,739.81,25972.97
2024-12-01,Mahesana,11886.49,3044.54,5235.17,1506.68,89.92,544.14,2997.27,739.26,25953.55
2025-01-01,Mahesana,11898.29,3047.56,5240.36,1508.18,90.3,544.68,3000.24,739.99,25979.3
2020-01-01,Mahisagar,8006.5,4022.81,4363.81,1705.01,87.43,723.12,4419.98,742.18,23983.41
2020-02-01,Mahisagar,7984.21,4011.61,4351.66,1700.26,87.78,721.11,4407.67,740.11,23916.62
2020-03-01,Mahisagar,7978.58,4008.78,4348.59,1699.06,87.86,720.6,4404.56,739.59,23899.75
2020-04-01,Mahisagar,7990.21,4014.62,4354.93,1701.53,87.61,721.65,4410.98,740.67,23934.58
2020-05-01,Mahisagar,7992.94,4015.99,4356.42,1702.12,87.7,721.9,4412.49,740.92,23942.77
2020-06-01,Mahisagar,7894.42,3966.49,4302.72,1681.14,87.5,713.0,4358.1,731.79,23647.66
2020-07-01,Mahisagar,8002.52,4020.81,4361.64,1704.16,88.16,722.76,4417.77,741.81,23971.46
2020-08-01,Mahisagar,7902.08,3970.34,4306.9,1682.77,87.64,713.69,4362.33,732.5,23670.62
2020-09-01,Mahisagar,8016.19,4027.67,4369.09,1707.07,88.1,724.0,4425.32,743.08,24012.41
2020-10-01,Mahisagar,7982.2,4010.6,4350.56,1699.83,87.69,720.93,4406.56,739.93,23910.6
2020-11-01,Mahisagar,8047.65,4043.48,4386.24,1713.77,88.08,726.84,4442.69,745.99,24106.66
2020-12-01,Mahisagar,8033.24,4036.24,4378.38,1710.7,87.75,725.54,4434.73,744.66,24063.49
2021-01-01,Mahisagar,8043.42,4041.36,4383.93,1712.87,87.36,726.46,4440.35,745.6,24093.98
2021-02-01,Mahisagar,8044.12,4041.71,4384.31,1713.02,87.86,726.52,4440.74,745.67,24096.08
2021-03-01,Mahisagar,8004.11,4021.61,4362.51,1704.5,87.62,722.91,4418.66,741.96,23976.24
2021-04-01,Mahisagar,7926.56,3982.64,4320.24,1687.98,87.9,715.9,4375.84,734.77,23743.93
2021-05-01,Mahisagar,8020.97,4030.08,4371.7,1708.09,88.06,724.43,4427.96,743.52,24026.75
2021-06-01,Mahisagar,8022.71,4030.95,4372.64,1708.46,87.97,724.59,4428.92,743.68,24031.94
2021-07-01,Mahisagar,7962.09,4000.5,4339.61,1695.55,88.07,719.11,4395.46,738.06,23850.37
2021-08-01,Mahisagar,7957.63,3998.25,4337.17,1694.6,88.16,718.71,4392.99,737.65,23837.0
2021-09-01,Mahisagar,7995.61,4017.34,4357.87,1702.69,87.86,722.14,4413.96,741.17,23950.78
2021-10-01,Mahisagar,8033.53,4036.39,4378.54,1710.76,88.14,725.56,4434.89,744.68,24064.36
2021-11-01,Mahisagar,8029.73,4034.48,4376.47,1709.95,87.66,725.22,4432.8,744.33,24052.97
2021-12-01,Mahisagar,8029.41,4034.32,4376.29,1709.88,87.66,725.19,4432.62,744.3,24052.01
2022-01-01,Mahisagar,8030.42,4034.82,4376.84,1710.1,87.5,725.28,4433.18,744.4,24055.03
2022-02-01,Mahisagar,7995.23,4017.14,4357.66,1702.6,87.66,722.1,4413.75,741.13,23949.63
2022-03-01,Mahisagar,8033.69,4036.47,4378.63,1710.79,88.17,725.58,4434.98,744.7,24064.84
2022-04-01,Mahisagar,8006.91,4023.01,4364.03,1705.09,87.92,723.16,4420.2,742.22,23984.62
2022-05-01,Mahisagar,8027.07,4033.14,4375.02,1709.39,88.17,724.98,4431.33,744.09,24045.02
2022-06-01,Mahisagar,8000.46,4019.77,4360.51,1703.72,87.74,722.58,4416.64,741.62,23965.29
2022-07-01,Mahisagar,8024.8,4032.0,4373.78,1708.9,87.38,724.78,4430.08,743.87,24038.22
2022-08-01,Mahisagar,8035.27,4037.27,4379.49,1711.13,87.69,725.72,4435.86,744.85,24069.59
2022-09-01,Mahisagar,7989.38,4014.2,4354.48,1701.36,88.11,721.58,4410.52,740.59,23932.1
2022-10-01,Mahisagar,7982.38,4010.69,4350.66,1699.87,88.04,720.94,4406.66,739.94,23911.15
2022-11-01,Mahisagar,8044.43,4041.86,4384.48,1713.08,87.9,726.55,4440.91,745.69,24097.0
2022-12-01,Mahisagar,8011.4,4025.27,4366.48,1706.05,87.84,723.56,4422.68,742.63,23998.06
2023-01-01,Mahisagar,8003.58,4021.34,4362.22,1704.38,87.58,722.86,4418.36,741.91,23974.65
2023-02-01,Mahisagar,7987.24,4013.13,4353.31,1700.9,87.53,721.38,4409.34,740.39,23925.71
2023-03-01,Mahisagar,7963.09,4001.0,4340.15,1695.76,87.35,719.2,4396.01,738.15,23853.36
2023-04-01,Mahisagar,8009.5,4024.32,4365.44,1705.64,88.32,723.39,4421.63,742.46,23992.38
2023-05-01,Mahisagar,7980.76,4009.87,4349.78,1699.52,88.13,720.8,4405.76,739.79,23906.29
2023-06-01,Mahisagar,8043.9,4041.6,4384.19,1712.97,87.56,726.5,4440.62,745.65,24095.42
2023-07-01,Mahisagar,7959.7,3999.29,4338.3,1695.04,88.13,718.9,4394.14,737.84,23843.2
2023-08-01,Mahisagar,7995.28,4017.17,4357.69,1702.62,87.53,722.11,4413.78,741.14,23949.79
2023-09-01,Mahisagar,7973.55,4006.25,4345.85,1697.99,87.98,720.15,4401.78,739.12,23884.68
2023-10-01,Mahisagar,7967.28,4003.1,4342.43,1696.65,87.14,719.58,4398.32,738.54,23865.9
2023-11-01,Mahisagar,7986.11,4012.56,4352.7,1700.66,87.81,721.28,4408.72,740.29,23922.32
2023-12-01,Mahisagar,7999.33,4019.21,4359.9,1703.48,88.2,722.48,4416.02,741.51,23961.93
2024-01-01,Mahisagar,8001.1,4020.1,4360.87,1703.85,87.94,722.63,4416.99,741.68,23967.23
2024-02-01,Mahisagar,8041.1,4040.19,4382.67,1712.37,87.88,726.25,4439.07,745.39,24087.03
2024-03-01,Mahisagar,8084.25,4061.87,4406.18,1721.56,87.54,730.14,4462.89,749.39,24216.28
2024-04-01,Mahisagar,7961.68,4000.29,4339.38,1695.46,88.03,719.07,4395.23,738.02,23849.13
2024-05-01,Mahisagar,8049.03,4044.18,4386.99,1714.06,87.82,726.96,4443.45,746.12,24110.8
2024-06-01,Mahisagar,7958.63,3998.75,4337.72,1694.81,88.34,718.8,4393.54,737.74,23839.99
2024-07-01,Mahisagar,7967.34,4003.13,4342.46,1696.66,87.96,719.59,4398.35,738.55,23866.09
2024-08-01,Mahisagar,8051.42,4045.38,4388.29,1714.57,87.76,727.18,4444.77,746.34,24117.95
2024-09-01,Mahisagar,7974.13,4006.55,4346.17,1698.11,87.73,720.2,4402.11,739.18,23886.44
2024-10-01,Mahisagar,8034.95,4037.1,4379.32,1711.06,88.15,725.69,4435.68,744.82,24068.62
2024-11-01,Mahisagar,8000.31,4019.7,4360.44,1703.69,88.37,722.56,4416.56,741.6,23964.86
2024-12-01,Mahisagar,8000.24,4019.66,4360.4,1703.67,88.21,722.56,4416.52,741.6,23964.65
2025-01-01,Mahisagar,7981.72,4010.36,4350.3,1699.73,88.49,720.88,4406.29,739.88,23909.17
2020-01-01,Morbi,10305.87,4662.59,4614.21,1868.66,97.9,600.71,4753.3,673.28,27478.64
2020-02-01,Morbi,10235.1,4630.57,4582.52,1855.83,97.61,596.59,4720.66,668.66,27289.92
2020-03-01,Morbi,10298.42,4659.22,4610.87,1867.31,97.35,600.28,4749.86,672.8,27458.76
2020-04-01,Morbi,10195.85,4612.81,4564.95,1848.71,97.65,594.3,4702.56,666.1,27185.28
2020-05-01,Morbi,10308.73,4663.88,4615.49,1869.18,97.87,600.88,4754.62,673.47,27486.24
2020-06-01,Morbi,10195.96,4612.86,4565.0,1848.73,97.67,594.31,4702.61,666.1,27185.57
2020-07-01,Morbi,10214.04,4621.04,4573.09,1852.01,97.55,595.36,4710.95,667.28,27233.78
2020-08-01,Morbi,10295.5,4657.89,4609.56,1866.78,97.36,600.11,4748.51,672.61,27450.96
2020-09-01,Morbi,10327.7,4672.46,4623.98,1872.62,98.01,601.99,4763.37,674.71,27536.83
2020-10-01,Morbi,10301.22,4660.48,4612.13,1867.82,97.63,600.44,4751.15,672.98,27466.23
2020-11-01,Morbi,10237.78,4631.78,4583.72,1856.32,97.34,596.75,4721.9,668.84,27297.09
2020-12-01,Morbi,10218.63,4623.12,4575.15,1852.84,97.91,595.63,4713.06,667.58,27246.01
2021-01-01,Morbi,10311.71,4665.23,4616.82,1869.72,97.44,601.05,4755.99,673.66,27494.2
2021-02-01,Morbi,10226.76,4626.8,4578.79,1854.32,97.72,596.1,4716.81,668.12,27267.7
2021-03-01,Morbi,10174.09,4602.97,4555.21,1844.77,97.94,593.03,4692.52,664.67,27127.26
2021-04-01,Morbi,10208.44,4618.51,4570.58,1851.0,97.71,595.03,4708.36,666.92,27218.84
2021-05-01,Morbi,10222.34,4624.8,4576.81,1853.52,97.53,595.85,4714.78,667.83,27255.92
2021-06-01,Morbi,10245.09,4635.09,4586.99,1857.64,97.7,597.17,4725.27,669.31,27316.57
2021-07-01,Morbi,10226.44,4626.65,4578.64,1854.26,97.55,596.08,4716.66,668.09,27266.84
2021-08-01,Morbi,10261.79,4642.64,4594.47,1860.67,98.25,598.14,4732.97,670.4,27361.08
2021-09-01,Morbi,10252.6,4638.49,4590.36,1859.0,98.05,597.61,4728.73,669.8,27336.59
2021-10-01,Morbi,10174.37,4603.1,4555.33,1844.82,97.81,593.05,4692.65,664.69,27128.02
2021-11-01,Morbi,10189.35,4609.87,4562.04,1847.54,97.33,593.92,4699.56,665.67,27167.94
2021-12-01,Morbi,10207.65,4618.15,4570.23,1850.85,98.11,594.99,4708.0,666.87,27216.74
2022-01-01,Morbi,10294.02,4657.23,4608.9,1866.51,97.83,600.02,4747.83,672.51,27447.03
2022-02-01,Morbi,10167.09,4599.8,4552.07,1843.5,97.71,592.62,4689.29,664.22,27108.6
2022-03-01,Morbi,10260.87,4642.23,4594.06,1860.5,97.81,598.09,4732.55,670.34,27358.65
2022-04-01,Morbi,10151.19,4592.61,4544.95,1840.62,97.5,591.7,4681.96,663.18,27066.19
2022-05-01,Morbi,10242.17,4633.77,4585.69,1857.11,97.92,597.0,4723.92,669.12,27308.79
